test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
LMTK2	LMTK2	LMTK2	chr7:97736196-97838944	KO1_WT	KO1_Pus1	OK	7.12315	5.68918	-0.324295	-1.63897	0.01875	0.0602242	no
LMTK3	LMTK3	LMTK3	chr19:48988527-49016446	KO1_WT	KO1_Pus1	OK	1.055	0.710316	-0.570711	-1.72317	0.01635	0.0537836	no
LMX1A	LMX1A	LMX1A	chr1:165171103-165325952	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LMX1B	LMX1B	LMX1B	chr9:129376721-129463311	KO1_WT	KO1_Pus1	OK	3.65036	3.8772	0.0869754	0.395387	0.5739	0.729886	no
LNP1	LNP1	LNP1	chr3:100082302-100175170	KO1_WT	KO1_Pus1	OK	4.8741	5.48203	0.169574	0.236751	0.73765	0.847739	no
LNPEP	LNPEP	LNPEP	chr5:96271345-96365115	KO1_WT	KO1_Pus1	OK	4.26067	3.53691	-0.268593	-1.17321	0.0958	0.213007	no
LNX1	LNX1	LNX1	chr4:54326436-54457724	KO1_WT	KO1_Pus1	OK	1.08764	1.71144	0.654008	1.85864	0.0101	0.0368373	yes
LNX2	LNX2	LNX2	chr13:28120049-28194720	KO1_WT	KO1_Pus1	OK	8.19507	10.818	0.4006	1.98332	0.0051	0.0213062	yes
LOC100009676	LOC100009676	LOC100009676	chr3:101368282-101398057	KO1_WT	KO1_Pus1	OK	4.61143	5.96399	0.371064	0.734227	0.29285	0.472955	no
LOC100093631	LOC100093631	LOC100093631	chr7:74601103-74653459	KO1_WT	KO1_Pus1	NOTEST	0.16434	1.14721e-05	-13.8063	0	1	1	no
LOC100093698	LOC100093698	LOC100093698	chrX:13328770-13338518	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100101266	LOC100101266	LOC100101266	chr19:24344994-24346249	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100124692	LOC100124692	LOC100124692	chr7:141870969-141921088	KO1_WT	KO1_Pus1	NOTEST	0.00934268	0.0281063	1.58898	0	1	1	no
LOC100125556	LOC100125556	LOC100125556	chr3:125635443-125655887	KO1_WT	KO1_Pus1	OK	2.72773	1.40137	-0.960862	-2.40395	0.0015	0.00790942	yes
LOC100126784	LOC100126784	LOC100126784	chr11:19372270-20143147	KO1_WT	KO1_Pus1	NOTEST	0.11527	0.0270327	-2.09224	0	1	1	no
LOC100127888	LOC100127888	LOC100127888	chr20:61273796-61303647	KO1_WT	KO1_Pus1	NOTEST	0.159463	0.0511391	-1.64072	0	1	1	no
LOC100127983	LOC100127983	LOC100127983	chr8:91803920-91997485	KO1_WT	KO1_Pus1	OK	14.4907	11.2576	-0.364232	-1.23655	0.0798	0.185517	no
LOC100128023	LOC100128023	LOC100128023	chr3:193675160-193721448	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128054	LOC100128054	LOC100128054	chr10:95753745-96088148	KO1_WT	KO1_Pus1	NOTEST	0	0.0262682	inf	0	1	1	no
LOC100128071	LOC100128071	LOC100128071	chr1:32826870-32827844	KO1_WT	KO1_Pus1	OK	3.06818	2.44983	-0.324698	-0.616533	0.37705	0.558718	no
LOC100128076	LOC100128076	LOC100128076	chr9:94895115-94900911	KO1_WT	KO1_Pus1	NOTEST	0.0625717	0.0173789	-1.84818	0	1	1	no
LOC100128098	LOC100128098	LOC100128098	chr10:17362675-17496254	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128126	LOC100128126	LOC100128126	chr8:74332308-74659943	KO1_WT	KO1_Pus1	NOTEST	0.0167982	0.0330705	0.977242	0	1	1	no
LOC100128164	LOC100128164	LOC100128164	chr3:169661771-169684522	KO1_WT	KO1_Pus1	NOTEST	0.272854	0.178576	-0.61159	0	1	1	no
LOC100128176	LOC100128176	LOC100128176	chr6:149068270-149398126	KO1_WT	KO1_Pus1	NOTEST	0.0134421	0.0656344	2.28769	0	1	1	no
LOC100128191	LOC100128191	LOC100128191	chr12:98906750-98944157	KO1_WT	KO1_Pus1	OK	2.85714	3.00055	0.0706581	0.247788	0.7291	0.84151	no
LOC100128239	LOC100128239	LOC100128239	chr11:133902166-133911236	KO1_WT	KO1_Pus1	NOTEST	0.068838	0.146236	1.08702	0	1	1	no
LOC100128252	LOC100128252	LOC100128252	chr19:56989242-57006805	KO1_WT	KO1_Pus1	NOTEST	0.0207528	0.101428	2.28907	0	1	1	no
LOC100128264	LOC100128264	LOC100128264	chr7:154858778-154879102	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128288	LOC100128288	LOC100128288	chr17:8261730-8263859	KO1_WT	KO1_Pus1	NOTEST	0.447236	0.448472	0.00398332	0	1	1	no
LOC100128292	LOC100128292	LOC100128292	chr10:79686569-79689583	KO1_WT	KO1_Pus1	OK	0.278135	0.849556	1.61092	2.91246	0.0009	0.00518648	yes
LOC100128338	LOC100128338	LOC100128338	chr8:144816309-144828507	KO1_WT	KO1_Pus1	NOTEST	0.52419	0.507069	-0.0479093	0	1	1	no
LOC100128361	LOC100128361	LOC100128361	chr9:95059639-95432547	KO1_WT	KO1_Pus1	OK	2.51457	4.37507	0.798998	1.07205	0.12935	0.265573	no
LOC100128398	LOC100128398	LOC100128398	chr19:58488440-58518574	KO1_WT	KO1_Pus1	OK	0.513434	1.02232	0.993601	1.22448	0.0981	0.216699	no
LOC100128420	LOC100128420	LOC100128420	chrX:135721701-135724588	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128496	LOC100128496	LOC100128496	chr20:18790371-18810839	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128505	LOC100128505	LOC100128505	chr9:119187503-120177317	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128511	LOC100128511	LOC100128511	chr10:21068902-21463852	KO1_WT	KO1_Pus1	OK	0.407601	1.27628	1.64671	0.530168	0.5971	0.7483	no
LOC100128531	LOC100128531	LOC100128531	chr22:25423940-25593415	KO1_WT	KO1_Pus1	NOTEST	0.0333437	0.1232	1.88552	0	1	1	no
LOC100128554	LOC100128554	LOC100128554	chr12:126927026-126957331	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128568	LOC100128568	LOC100128568	chr19:5978413-6110664	KO1_WT	KO1_Pus1	NOTEST	0	0.0753067	inf	0	1	1	no
LOC100128573	LOC100128573	LOC100128573	chr19:7537722-7538247	KO1_WT	KO1_Pus1	NOTEST	0.186222	0.100314	-0.892508	0	1	1	no
LOC100128590	LOC100128590	LOC100128590	chr2:40144773-40739575	KO1_WT	KO1_Pus1	NOTEST	0	0.0400322	inf	0	1	1	no
LOC100128593	LOC100128593	LOC100128593	chr9:139638468-139644363	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128640	LOC100128640	LOC100128640	chr3:38492517-38534633	KO1_WT	KO1_Pus1	OK	0.994814	1.97792	0.991483	0.936213	0.18	0.337618	no
LOC100128675	LOC100128675	LOC100128675	chr19:35531409-35597208	KO1_WT	KO1_Pus1	NOTEST	0.008956	0	-inf	0	1	1	no
LOC100128682	LOC100128682	LOC100128682	chr19:35896508-35907742	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128714	LOC100128714	LOC100128714	chr15:26147506-26298267	KO1_WT	KO1_Pus1	NOTEST	0.0641884	0.0349683	-0.876265	0	1	1	no
LOC100128750	LOC100128750	LOC100128750	chr8:30239634-30429734	KO1_WT	KO1_Pus1	NOTEST	0.264082	0.181974	-0.537255	0	1	1	no
LOC100128787	LOC100128787	LOC100128787	chr1:101092605-101112560	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128788	LOC100128788	LOC100128788	chr16:2787076-2821413	KO1_WT	KO1_Pus1	OK	1.01056	1.55255	0.619487	0.609968	0.3933	0.573754	no
LOC100128811	LOC100128811	LOC100128811	chr10:25447000-25891157	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128822	LOC100128822	LOC100128822	chr7:152161208-152162630	KO1_WT	KO1_Pus1	OK	6.86434	7.20268	0.0694116	0.262295	0.714	0.832066	no
LOC100128881	LOC100128881	LOC100128881	chr16:89773540-89883065	KO1_WT	KO1_Pus1	OK	41.983	35.3326	-0.248802	-0.936566	0.18415	0.342968	no
LOC100128946	LOC100128946	LOC100128946	chr22:49262581-49294198	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100128993	LOC100128993	LOC100128993	chr8:19041185-19103032	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129027	LOC100129027	LOC100129027	chr21:47247754-47256333	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129034	LOC100129034	LOC100129034	chr9:127115743-127177721	KO1_WT	KO1_Pus1	OK	6.14547	7.00392	0.188639	0.563999	0.42045	0.599463	no
LOC100129046	LOC100129046	LOC100129046	chr1:94027348-94147385	KO1_WT	KO1_Pus1	NOTEST	0.0186586	0	-inf	0	1	1	no
LOC100129055	LOC100129055	LOC100129055	chr10:38464598-38503273	KO1_WT	KO1_Pus1	NOTEST	0	0.023876	inf	0	1	1	no
LOC100129083	LOC100129083	LOC100129083	chr19:51913274-51921057	KO1_WT	KO1_Pus1	NOTEST	0.110981	0.364233	1.71455	0	1	1	no
LOC100129138	LOC100129138	LOC100129138	chr1:104615644-104619693	KO1_WT	KO1_Pus1	NOTEST	0	0.123964	inf	0	1	1	no
LOC100129148	LOC100129148	LOC100129148	chr7:139025104-139112272	KO1_WT	KO1_Pus1	NOTEST	0.284744	0.455333	0.677257	0	1	1	no
LOC100129175	LOC100129175	LOC100129175	chr2:219866936-219906245	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129196	LOC100129196	LOC100129196	chr1:31184123-31199593	KO1_WT	KO1_Pus1	NOTEST	0.553729	0.42958	-0.366253	0	1	1	no
LOC100129213	LOC100129213	LOC100129213	chr10:18240767-18332221	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129216	LOC100129216	LOC100129216	chr11:71576554-71639493	KO1_WT	KO1_Pus1	NOTEST	0.969915	0	-inf	0	1	1	no
LOC100129250	LOC100129250	LOC100129250	chr9:32540541-32553015	KO1_WT	KO1_Pus1	OK	8.0036	4.57224	-0.807749	-0.620488	0.3931	0.573589	no
LOC100129269	LOC100129269	LOC100129269	chr1:112141628-112150940	KO1_WT	KO1_Pus1	NOTEST	0.0613956	0.207793	1.75894	0	1	1	no
LOC100129316	LOC100129316	LOC100129316	chr9:93825575-93837414	KO1_WT	KO1_Pus1	NOTEST	0.00616032	0.0178059	1.53128	0	1	1	no
LOC100129345	LOC100129345	LOC100129345	chr14:98098983-98152995	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129361	LOC100129361	LOC100129361	chr12:10998447-11325723	KO1_WT	KO1_Pus1	OK	21.5744	27.9617	0.374135	1.73754	0.01225	0.0427102	yes
LOC100129387	LOC100129387	LOC100129387	chr15:50569388-50650503	KO1_WT	KO1_Pus1	OK	3.29622	6.32537	0.940336	2.6897	0.0001	0.000799879	yes
LOC100129407	LOC100129407	LOC100129407	chrX:72158002-72158798	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129427	LOC100129427	LOC100129427	chr7:50526133-50633154	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129480	LOC100129480	LOC100129480	chr3:12581279-12586963	KO1_WT	KO1_Pus1	NOTEST	0.253367	0.356527	0.492782	0	1	1	no
LOC100129515	LOC100129515	LOC100129515	chrX:134252881-134254405	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129518	LOC100129518	LOC100129518	chr6:160181290-160210735	KO1_WT	KO1_Pus1	OK	1.92384	2.20611	0.197519	0.381478	0.5769	0.732151	no
LOC100129520	LOC100129520	LOC100129520	chrX:124453968-124456950	KO1_WT	KO1_Pus1	NOTEST	0	0.044163	inf	0	1	1	no
LOC100129534	LOC100129534	LOC100129534	chr1:2252695-2322993	KO1_WT	KO1_Pus1	OK	0.933666	1.04949	0.168714	0.331316	0.63955	0.780744	no
LOC100129550	LOC100129550	LOC100129550	chr3:122605359-122611263	KO1_WT	KO1_Pus1	OK	1.00331	1.97733	0.978786	3.583	5e-05	0.000427361	yes
LOC100129617	LOC100129617	LOC100129617	chr16:81478774-81745367	KO1_WT	KO1_Pus1	NOTEST	0.150114	0.26762	0.834127	0	1	1	no
LOC100129620	LOC100129620	LOC100129620	chr1:99355800-99614408	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129636	LOC100129636	LOC100129636	chr6_ssto_hap7:344879-385401	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129662	LOC100129662	LOC100129662	chrX:137713733-138287185	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129716	LOC100129716	LOC100129716	chr5:90664540-90716532	KO1_WT	KO1_Pus1	OK	1.01314	1.28679	0.344952	0.508927	0.46585	0.642897	no
LOC100129722	LOC100129722	LOC100129722	chr9:140144670-140147949	KO1_WT	KO1_Pus1	OK	0.827101	0.277797	-1.57403	-1.8856	0.01775	0.0575438	no
LOC100129726	LOC100129726	LOC100129726	chr2:43454349-43455994	KO1_WT	KO1_Pus1	OK	1.31628	1.34967	0.036144	0.0811949	0.91635	0.953847	no
LOC100129794	LOC100129794	LOC100129794	chr14:37147125-37642998	KO1_WT	KO1_Pus1	OK	2.51792	4.54084	0.850725	1.98253	0.0056	0.0229595	yes
LOC100129845	LOC100129845	LOC100129845	chr7:100183955-100205798	KO1_WT	KO1_Pus1	NOTEST	0.0375536	0.0929198	1.30704	0	1	1	no
LOC100129858	LOC100129858	LOC100129858	chr4:141178439-141303710	KO1_WT	KO1_Pus1	OK	0.579355	0.903108	0.640452	0.408381	0.5555	0.716054	no
LOC100129917	LOC100129917	LOC100129917	chr4:773936-775636	KO1_WT	KO1_Pus1	OK	7.94528	9.05664	0.188877	0.585816	0.40335	0.583392	no
LOC100129924	LOC100129924	LOC100129924	chr1:43253660-43263901	KO1_WT	KO1_Pus1	NOTEST	0.0408715	0.159516	1.96453	0	1	1	no
LOC100129931	LOC100129931	LOC100129931	chr4:6911170-7059677	KO1_WT	KO1_Pus1	NOTEST	0.238049	0.0494254	-2.26793	0	1	1	no
LOC100129935	LOC100129935	LOC100129935	chr19:40129324-40133041	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100129961	LOC100129961	LOC100129961	chr2:135596185-135676176	KO1_WT	KO1_Pus1	OK	1.49077	1.95511	0.391187	0.898804	0.20055	0.364722	no
LOC100130000	LOC100130000	LOC100130000	chr1:143687129-143714180	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130015	LOC100130015	LOC100130015	chr16:90089007-90114191	KO1_WT	KO1_Pus1	OK	1.64434	1.37582	-0.257214	-0.282149	0.69815	0.820688	no
LOC100130093	LOC100130093	LOC100130093	chr1:227916239-227968932	KO1_WT	KO1_Pus1	OK	2.88125	1.13433	-1.34485	-1.08854	0.19625	0.358828	no
LOC100130155	LOC100130155	LOC100130155	chr8:65285774-65291386	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130197	LOC100130197	LOC100130197	chr1:47139707-47184736	KO1_WT	KO1_Pus1	NOTEST	0	0.113793	inf	0	1	1	no
LOC100130231	LOC100130231	LOC100130231	chr8:126934766-126963441	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130238	LOC100130238	LOC100130238	chr12:132680916-132905905	KO1_WT	KO1_Pus1	OK	1.15895	0.617629	-0.908006	-2.34647	0.0012	0.00657413	yes
LOC100130264	LOC100130264	LOC100130264	chr20:19193289-19703541	KO1_WT	KO1_Pus1	NOTEST	0.0159512	0	-inf	0	1	1	no
LOC100130275	LOC100130275	LOC100130275	chr6:10396915-10419797	KO1_WT	KO1_Pus1	OK	1.76275	1.55681	-0.17923	-0.153925	0.83025	0.90564	no
LOC100130298	LOC100130298	LOC100130298	chr8:61878679-61880307	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130301	LOC100130301	LOC100130301	chr8:74153658-74171737	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130331	LOC100130331	LOC100130331	chr1:238025474-238091619	KO1_WT	KO1_Pus1	NOTEST	0.00860356	0	-inf	0	1	1	no
LOC100130348	LOC100130348	LOC100130348	chr11:64851693-64856542	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130357	LOC100130357	LOC100130357	chr6:12717036-13295818	KO1_WT	KO1_Pus1	OK	0.574426	0.763548	0.410597	0.692693	0.3277	0.511062	no
LOC100130417	LOC100130417	LOC100130417	chr1:852952-854817	KO1_WT	KO1_Pus1	OK	0.77863	0.916413	0.235061	0.192739	0.7752	0.872084	no
LOC100130451	LOC100130451	LOC100130451	chr2:214141276-214148929	KO1_WT	KO1_Pus1	NOTEST	0.115752	0.143272	0.30771	0	1	1	no
LOC100130452	LOC100130452	LOC100130452	chr2:197504355-197597530	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130480	LOC100130480	LOC100130480	chr18:6511414-6590652	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130522	LOC100130522	LOC100130522	chr18:77905806-78005397	KO1_WT	KO1_Pus1	NOTEST	0.452129	0.30071	-0.58836	0	1	1	no
LOC100130557	LOC100130557	LOC100130557	chr1:41154751-41237275	KO1_WT	KO1_Pus1	OK	3.51105	4.19801	0.257804	0.590587	0.39295	0.57356	no
LOC100130581	LOC100130581	LOC100130581	chr17:41447212-41466266	KO1_WT	KO1_Pus1	OK	0.553776	0.808271	0.545537	1.20798	0.0877	0.199701	no
LOC100130673	LOC100130673	LOC100130673	chr7:32496509-32498106	KO1_WT	KO1_Pus1	NOTEST	0.0407514	0.178541	2.13134	0	1	1	no
LOC100130691	LOC100130691	LOC100130691	chr2:178148235-178257419	KO1_WT	KO1_Pus1	NOTEST	0.0563072	0.122653	1.12319	0	1	1	no
LOC100130700	LOC100130700	LOC100130700	chr16:34739458-34740840	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130705	LOC100130705	LOC100130705	chr7:128506463-128512101	KO1_WT	KO1_Pus1	OK	0.440826	0.919257	1.06026	2.49237	0.0012	0.00657413	yes
LOC100130744	LOC100130744	LOC100130744	chr5:14704908-14871887	KO1_WT	KO1_Pus1	OK	2.29846	1.79588	-0.355979	-0.539775	0.43625	0.614564	no
LOC100130776	LOC100130776	LOC100130776	chr12:58118075-58135944	KO1_WT	KO1_Pus1	OK	7.5195	4.77073	-0.656426	-1.80849	0.0141	0.047737	yes
LOC100130849	LOC100130849	LOC100130849	chr7:56943077-56949839	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130855	LOC100130855	LOC100130855	chr15:63796709-63894620	KO1_WT	KO1_Pus1	OK	0.709621	0.591381	-0.262963	-0.208751	0.766	0.865492	no
LOC100130872	LOC100130872,SPON2	LOC100130872,SPON2	chr4:1160720-1202750	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130880	LOC100130880	LOC100130880	chr7:137559724-137686847	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130890	LOC100130890	LOC100130890	chr6:99968869-99981059	KO1_WT	KO1_Pus1	OK	1.0083	1.37702	0.449623	1.03208	0.1486	0.293688	no
LOC100130894	LOC100130894	LOC100130894	chr16:70721341-70835061	KO1_WT	KO1_Pus1	NOTEST	0.133624	0.184325	0.464067	0	1	1	no
LOC100130899	LOC100130899	LOC100130899	chr22:40428335-40432581	KO1_WT	KO1_Pus1	NOTEST	0	0.0148342	inf	0	1	1	no
LOC100130950	LOC100130950	LOC100130950	chr17:5095378-5138931	KO1_WT	KO1_Pus1	OK	1.40155	1.23525	-0.182216	-0.416115	0.55185	0.71268	no
LOC100130954	LOC100130954	LOC100130954	chr9:138466770-138478958	KO1_WT	KO1_Pus1	NOTEST	0.0109791	0	-inf	0	1	1	no
LOC100130964	LOC100130964	LOC100130964	chr8:39420630-39437653	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100130987	LOC100130987	LOC100130987	chr11:67085309-67159158	KO1_WT	KO1_Pus1	OK	1.79816	1.52155	-0.240978	-0.256684	0.72895	0.84151	no
LOC100130992	LOC100130992	LOC100130992	chr10:22541000-22547477	KO1_WT	KO1_Pus1	NOTEST	0.051729	0.0583916	0.174787	0	1	1	no
LOC100131047	LOC100131047	LOC100131047	chr6:38683116-38998574	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131060	LOC100131060	LOC100131060	chr1:59250822-59365384	KO1_WT	KO1_Pus1	NOTEST	0.0324318	0	-inf	0	1	1	no
LOC100131067	LOC100131067	LOC100131067	chr5:80256507-81047072	KO1_WT	KO1_Pus1	OK	3.244	5.81929	0.843069	1.3394	0.0577	0.145145	no
LOC100131089	LOC100131089	LOC100131089	chr15:40331511-40359710	KO1_WT	KO1_Pus1	OK	2.24387	2.41425	0.105588	0.180976	0.7971	0.885822	no
LOC100131094	LOC100131094	LOC100131094	chr19:4675243-4723855	KO1_WT	KO1_Pus1	OK	0.85386	0.612466	-0.47937	-0.362544	0.6127	0.760475	no
LOC100131096	LOC100131096	LOC100131096	chr17:76000317-76107880	KO1_WT	KO1_Pus1	NOTEST	0.209868	0.294832	0.490409	0	1	1	no
LOC100131138	LOC100131138	LOC100131138	chr12:111374405-111375250	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131176	LOC100131176	LOC100131176	chr7:151078206-151110132	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131193	LOC100131193	LOC100131193	chr9:139690789-139735639	KO1_WT	KO1_Pus1	OK	3.42281	3.34121	-0.0348109	-0.0469225	0.9483	0.971458	no
LOC100131208	LOC100131208	LOC100131208	chr20:10004459-10288066	KO1_WT	KO1_Pus1	NOTEST	0	0.010913	inf	0	1	1	no
LOC100131234	LOC100131234	LOC100131234	chr1:198777131-198906558	KO1_WT	KO1_Pus1	NOTEST	0.0657555	0.0793221	0.270612	0	1	1	no
LOC100131257	LOC100131257	LOC100131257	chr7:7115400-7136417	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131289	LOC100131289	LOC100131289	chr6:27729522-27730966	KO1_WT	KO1_Pus1	NOTEST	0	0.101328	inf	0	1	1	no
LOC100131320	LOC100131320	LOC100131320	chr2:130724164-130740311	KO1_WT	KO1_Pus1	NOTEST	0.28646	0.575577	1.00667	0	1	1	no
LOC100131347	LOC100131347	LOC100131347	chr17:37213271-37307902	KO1_WT	KO1_Pus1	NOTEST	0.298988	0.235961	-0.341539	0	1	1	no
LOC100131366	LOC100131366	LOC100131366	chr14:103653557-103655365	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131434	LOC100131434	LOC100131434	chrX:148609131-148621312	KO1_WT	KO1_Pus1	OK	0.6387	0.815728	0.35295	0.723565	0.3152	0.497379	no
LOC100131496	LOC100131496	LOC100131496	chr20:45838380-45985474	KO1_WT	KO1_Pus1	NOTEST	0.0123022	0.0294373	1.25872	0	1	1	no
LOC100131551	LOC100131551	LOC100131551	chr3:194018988-194030593	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131564	LOC100131564	LOC100131564	chr1:93775665-93811368	KO1_WT	KO1_Pus1	OK	2.89931	3.12825	0.109646	0.445723	0.5278	0.692931	no
LOC100131626	LOC100131626	LOC100131626	chr11:118230295-118289530	KO1_WT	KO1_Pus1	NOTEST	0	0.263361	inf	0	1	1	no
LOC100131635	LOC100131635	LOC100131635	chr3:187416046-187463513	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131655	LOC100131655	LOC100131655	chr18:74506687-74534251	KO1_WT	KO1_Pus1	NOTEST	0.221078	0.115083	-0.941881	0	1	1	no
LOC100131691	LOC100131691	LOC100131691	chr19:59070552-59086164	KO1_WT	KO1_Pus1	OK	1.89962	1.60429	-0.243776	-0.469589	0.50895	0.678427	no
LOC100131726	LOC100131726	LOC100131726	chr8:124194751-124222318	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100131733	LOC100131733	LOC100131733	chr12:109489845-109525831	KO1_WT	KO1_Pus1	NOTEST	0.0822865	0.0413118	-0.994101	0	1	1	no
LOC100131825	LOC100131825	LOC100131825	chr1:159141376-159172932	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132062	LOC100132062,LOC100133331	LOC100132062,LOC100133331	chr1:323891-328581	KO1_WT	KO1_Pus1	NOTEST	0.000251568	0.00024957	-0.0115078	0	1	1	no
LOC100132077	LOC100132077	LOC100132077	chr9:97094757-97123230	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132078	LOC100132078	LOC100132078	chr11:111284966-111288911	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132111	LOC100132111	LOC100132111	chr1:151810338-151816641	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132146	LOC100132146	LOC100132146	chr3:46653924-46668033	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132163	LOC100132163	LOC100132163	chrX:18908413-19002480	KO1_WT	KO1_Pus1	OK	1.59894	0.323349	-2.30595	-1.24846	0.2026	0.367287	no
LOC100132215	LOC100132215	LOC100132215	chr2:62900985-63275656	KO1_WT	KO1_Pus1	OK	0.818712	0.843597	0.0431971	0.0233573	0.97335	0.984978	no
LOC100132247	LOC100132247	LOC100132247	chr16:22524843-22547841	KO1_WT	KO1_Pus1	OK	1.67838	1.60882	-0.0610683	-0.207489	0.7714	0.869437	no
LOC100132273	LOC100132273	LOC100132273	chr22:42486936-42521354	KO1_WT	KO1_Pus1	OK	0.867987	0.548635	-0.661826	-1.10347	0.11675	0.246089	no
LOC100132287	LOC100132287,LOC100133331	LOC100132287,LOC100133331	chr5:180750506-180755196	KO1_WT	KO1_Pus1	NOTEST	0.000247709	0	-inf	0	1	1	no
LOC100132352	LOC100132352	LOC100132352	chr9:68726540-68748372	KO1_WT	KO1_Pus1	NOTEST	0.439433	0.34148	-0.363845	0	1	1	no
LOC100132354	LOC100132354	LOC100132354	chr6:43858764-43905944	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132356	LOC100132356	LOC100132356	chr5:43065288-43067073	KO1_WT	KO1_Pus1	OK	0.840296	1.15251	0.455815	0.931528	0.19005	0.350498	no
LOC100132396	LOC100132396	LOC100132396	chr8:7783858-7809935	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
LOC100132526	LOC100132526	LOC100132526	chr3:13974552-13978444	KO1_WT	KO1_Pus1	NOTEST	0.0354717	0.0477045	0.427458	0	1	1	no
LOC100132707	LOC100132707	LOC100132707	chr7:154720226-154794682	KO1_WT	KO1_Pus1	OK	1.43036	1.90304	0.411931	0.31388	0.6575	0.792792	no
LOC100132724	LOC100132724	LOC100132724	chr15:51200868-51298097	KO1_WT	KO1_Pus1	NOTEST	0.0789536	0.109571	0.472795	0	1	1	no
